pclass	survived	name	age	embarked	home.dest	room	ticket	boat	sex	
3rd	1	De Messemaeker, Mrs William Joseph (Anna)	36.0000	Southampton	Tampico, MT	NA	NA	13	female	
3rd	1	De Mulder, Mr Theo	30.0000	Southampton	Belgium Detroit, MI	NA	NA	NA	male	
3rd	0	Denkoff, Mr Mito	NA	Southampton	Bulgaria Coon Rapids, IA	NA	NA	NA	male	
3rd	0	Dennis, Mr Samuel	23.0000	Southampton	NA	NA	NA	NA	male	
3rd	0	Dennis, Mr William	26.0000	Southampton	NA	NA	NA	NA	male	
3rd	1	Devaney, Miss Margaret	19.0000	Queenstown	Kilmacowen, Co Sligo, Ireland New York, NY	NA	NA	C	female	
3rd	0	Dewan, Mr Frank	65.0000	Queenstown	NA	NA	NA	NA	male	
3rd	0	Dibo, Mr Elias	NA	Cherbourg	NA	NA	NA	NA	male	
3rd	0	Dimic, Mr Jovan	42.0000	Southampton	NA	NA	NA	NA	male	
3rd	0	Dintcheff, Mr Valtcho	43.0000	Southampton	NA	NA	NA	NA	male	
3rd	0	Dooley, Mr Patrick	32.0000	Queenstown	Ireland New York, NY	NA	NA	NA	male	
3rd	1	Dorkings, Mr Edward Arthur	19.0000	Southampton	England Oglesby, IL	NA	NA	B	male	
3rd	1	Dowdell, Miss Elizabeth	30.0000	Southampton	Union Hill, NJ	NA	NA	13	female	
3rd	0	Doyle, Miss Elizabeth	24.0000	Queenstown	Ireland New York, NY	NA	NA	NA	female	
3rd	1	Drapkin, Miss Jennie	23.0000	Southampton	London New York, NY	NA	NA	NA	female	
3rd	0	Drazonovic, Mr Josef	NA	Cherbourg	Austria Niagara Falls, NY	NA	NA	NA	male	
3rd	1	Driscoll, Miss Bridget	24.0000	Queenstown	Ballydehob, Co Cork, Ireland New York, NY	NA	NA	NA	female	
3rd	1	Duquemin, Mr Joseph	24.0000	Southampton	England Albion, NY	NA	NA	D	male	
3rd	0	Dyker, Mr Adolf Fredrik	23.0000	Southampton	West Haven, CT	NA	NA	NA	male	
3rd	1	Dyker, Mrs Adolf Fredrik (Anna Elizabeth Judith Andersson)	22.0000	Southampton	West Haven, CT	NA	NA	NA	female	
3rd	0	Econovic, Mr Joso	NA	Southampton	Austria-Hungary	NA	NA	NA	male	
3rd	0	Edvardsson, Mr Gustaf Hjalmar	18.0000	Southampton	Tofta, Sweden Joliet, IL	NA	NA	NA	male	
3rd	0	Eklund, Mr Hans Linus	16.0000	Southampton	Karberg, Sweden Jerome Junction, AZ	NA	NA	NA	male	
3rd	0	Ekstrom, Mr Johan	45.0000	Southampton	Effington Rut, SD	NA	NA	NA	male	
3rd	0	Elias, Mr Elias	NA	Cherbourg	Syria	NA	NA	NA	male	
3rd	0	Elias, Mr John	NA	Cherbourg	Syria	NA	NA	NA	male	
3rd	0	Elias, Mr Joseph	NA	Cherbourg	Syria Ottawa, ON	NA	NA	NA	male	
3rd	0	Elsbury, Mr James	47.0000	Southampton	Illinois, USA	NA	NA	NA	male	
3rd	1	Emanuel, Miss Virginia Ethel	 5.0000	Southampton	New York, NY	NA	NA	13	female	
3rd	0	Emmeth, Mr Thomas	NA	Southampton	NA	NA	NA	NA	male	
3rd	0	Everett, Thomas James	NA	Southampton	NA	NA	NA	NA	male	
3rd	0	Farrell, Mr James	NA	Queenstown	Aughnacliff, Co Longford, Ireland New York, NY	NA	NA	NA	male	
3rd	1	Finoli, Mr Luigi	NA	Southampton	Italy Philadelphia, PA	NA	NA	NA	male	
3rd	0	Fischer, Mr Eberhard Telander	NA	Southampton	NA	NA	NA	NA	male	
3rd	0	Flynn, Mr James	NA	Queenstown	NA	NA	NA	NA	male	
3rd	0	Flynn, Mr John	NA	Queenstown	NA	NA	NA	NA	male	
3rd	0	Foley, Mr Joseph	NA	Queenstown	Ireland Chicago, IL	NA	NA	NA	male	
3rd	0	Foley, Mr William	NA	Queenstown	Ireland	NA	NA	NA	male	
3rd	1	Foo, Mr Choong	NA	Southampton	Hong Kong New York, NY	NA	NA	NA	male	
3rd	0	Ford, Mr Arthur	NA	Southampton	Bridgwater, Somerset, England	NA	NA	NA	male	
3rd	0	Ford, Miss Doolina Margaret	21.0000	Southampton	Rotherfield, Sussex, England Essex Co, MA	NA	NA	NA	female	
3rd	0	Ford, Mr Edward Watson	18.0000	Southampton	Rotherfield, Sussex, England Essex Co, MA	NA	NA	NA	male	
3rd	0	Ford, Miss Maggie	 9.0000	Southampton	Rotherfield, Sussex, England Essex Co, MA	NA	NA	NA	female	
3rd	0	Ford, Mrs Edward (Margaret Ann)	48.0000	Southampton	Rotherfield, Sussex, England Essex Co, MA	NA	NA	NA	female	
3rd	0	Ford, Mr Neil Watson	16.0000	Southampton	Rotherfield, Sussex, England Essex Co, MA	NA	NA	NA	male	
3rd	0	Fox, Mr Patrick	NA	Queenstown	Ireland New York, NY	NA	NA	NA	male	
3rd	0	Franklin, Mr Charles	NA	Southampton	NA	NA	NA	NA	male	
3rd	0	Gallagher, Mr Martin	25.0000	Queenstown	New York, NY	NA	NA	NA	male	
3rd	0	Garfirth, Mr John	NA	Southampton	NA	NA	NA	NA	male	
3rd	1	Georges, Mrs Shahini Weappi	NA	Cherbourg	Youngstown, OH	NA	NA	NA	female	
3rd	0	Gilinski, Mr Leslie	22.0000	Southampton	NA	NA	NA	NA	male	
3rd	1	Gilnagh, Miss Katie	16.0000	Queenstown	Co Longford, Ireland New York, NY	NA	NA	NA	female	
3rd	1	Glynn, Miss Mary Agatha	NA	Queenstown	Co Clare, Ireland Washington, DC	NA	NA	13	female	
3rd	0	Goldsmith, Mr Frank John	33.0000	Southampton	Strood, Kent, England Detroit, MI	NA	NA	NA	male	
3rd	1	Goldsmith, Mrs Frank John (Emily A. Brown)	NA	Southampton	Strood, Kent, England Detroit, MI	NA	NA	C	female	
3rd	1	Goldsmith, Master Frank John William	 9.0000	Southampton	Strood, Kent, England Detroit, MI	NA	NA	C	male	
3rd	0	Goldsmith, Mr Nathan	41.0000	Southampton	Philadelphia, PA	NA	NA	NA	male	
3rd	0	Goncalves, Mr Manuel Estanslas	38.0000	Southampton	Portugal	NA	NA	NA	male	
3rd	0	Goodwin, Mr Frederick	40.0000	Southampton	Wiltshire, England Niagara Falls, NY	NA	NA	NA	male	
3rd	0	Goodwin, Mrs Frederick (Augusta)	43.0000	Southampton	Wiltshire, England Niagara Falls, NY	NA	NA	NA	female	
3rd	0	Goodwin, Mr Charles E.	14.0000	Southampton	Wiltshire, England Niagara Falls, NY	NA	NA	NA	male	
3rd	0	Goodwin, Miss Lillian A.	16.0000	Southampton	Wiltshire, England Niagara Falls, NY	NA	NA	NA	female	
3rd	0	Goodwin, Master Harold V.	 9.0000	Southampton	Wiltshire, England Niagara Falls, NY	NA	NA	NA	male	
3rd	0	Goodwin, Miss Jessie A.	10.0000	Southampton	Wiltshire, England Niagara Falls, NY	NA	NA	NA	female	
3rd	0	Goodwin, Master Sidney L.	 6.0000	Southampton	Wiltshire, England Niagara Falls, NY	NA	NA	NA	male	
3rd	0	Goodwin, Master William F.	11.0000	Southampton	Wiltshire, England Niagara Falls, NY	NA	NA	NA	male	
3rd	0	Green, Mr George	40.0000	Southampton	Dorking, Surrey, England	NA	NA	NA	male	
3rd	0	Gronnestad, Mr Daniel Danielsen	32.0000	Southampton	Foresvik, Norway Portland, ND	NA	NA	NA	male	
3rd	0	Guest, Mr Robert	NA	Southampton	NA	NA	NA	NA	male	
3rd	0	Gustafsson, Mr Alfred Ossian	20.0000	Southampton	Waukegan, Chicago, IL	NA	NA	NA	male	
3rd	0	Gustafsson, Mr Anders Vilhelm	37.0000	Southampton	Ruotsinphytaa, Finland New York, NY	NA	NA	NA	male	
3rd	0	Gustafsson, Mr Johan Birger	28.0000	Southampton	Ruotsinphytaa, Finland New York, NY	NA	NA	NA	male	
3rd	0	Gustafsson, Mr Karl Gideon	19.0000	Southampton	Myren, Sweden New York, NY	NA	NA	NA	male	
3rd	0	Haas, Miss Aloisia	NA	NA	NA	NA	NA	NA	female	
3rd	0	Hagardon, Miss Kate	NA	NA	NA	NA	NA	NA	female	
3rd	0	Hagland, Mr Ingvald Olsen	NA	NA	NA	NA	NA	NA	male	
3rd	0	Hagland, Mr Konrad Mathias Reiersen	NA	NA	NA	NA	NA	NA	male	
3rd	0	Hakkarainen, Mr Pekko Pietari	NA	NA	NA	NA	NA	NA	male	
3rd	1	Hakkarainen, Mrs Pekko Pietari	NA	NA	NA	NA	NA	NA	female	
3rd	0	Hampe, Mr Leon	NA	NA	NA	NA	NA	NA	male	
3rd	0	Hansen, Mr Claus Peter	NA	NA	NA	NA	NA	NA	male	
3rd	1	Hansen, Mrs Claus Peter	NA	NA	NA	NA	NA	NA	female	
3rd	0	Hansen, Mr Henrik Juul	NA	NA	NA	NA	NA	NA	male	
3rd	0	Hansen, Mr Henry Damsgaard	NA	NA	NA	NA	NA	NA	male	
3rd	0	Harknett, Miss Alice	NA	NA	NA	NA	NA	NA	female	
3rd	0	Harmer, Mr Abraham	NA	NA	NA	NA	NA	NA	male	
3rd	0	Hart, Mr Henry	NA	NA	NA	NA	NA	NA	male	
3rd	0	Hassan, Mr M. Houssein	NA	NA	NA	NA	NA	NA	male	
3rd	0	Healy, Miss Nora	NA	NA	NA	NA	NA	NA	female	
3rd	1	Hedman, Mr Oscar	NA	NA	NA	NA	NA	NA	male	
3rd	0	Hee, Mr Ling	NA	NA	NA	NA	NA	NA	male	
3rd	0	Hegarty, Miss Nora	NA	NA	NA	NA	NA	NA	female	
3rd	1	Heikkinen, Miss Laina	NA	NA	NA	NA	NA	NA	female	
3rd	0	Heininen, Miss Wendla Maria	NA	NA	NA	NA	NA	NA	female	
3rd	1	Hellstrom, Hilda Maria	NA	NA	NA	NA	NA	NA	female	
3rd	0	Hemming, Miss Nora	NA	NA	NA	NA	NA	NA	female	
3rd	0	Hendekovic, Mr Ignaz	NA	NA	NA	NA	NA	NA	male	
3rd	0	Henery, Delia	NA	NA	NA	NA	NA	NA	female	
3rd	0	Henriksson, Jenny Lovisa	NA	NA	NA	NA	NA	NA	female	
3rd	1	Hirvonen, Mrs Alexander	NA	NA	NA	NA	NA	NA	female	
3rd	0	Hirvonen, Miss Hildur E.	NA	NA	NA	NA	NA	NA	female	
3rd	0	Holm, Mr John Frederik Alexander	NA	NA	NA	NA	NA	NA	male	
3rd	0	Holthen, Mr Johan Martin	NA	NA	NA	NA	NA	NA	male	
3rd	1	Honkanen, Miss Eluna	NA	NA	NA	NA	NA	NA	female	
3rd	0	Horgan, Mr John	NA	NA	NA	NA	NA	NA	male	
3rd	1	Howard, Miss May	NA	NA	NA	NA	NA	NA	female	
3rd	0	Humblin, Mr Adolf Mathias Nicolai Olsen	NA	NA	NA	NA	NA	NA	male	
3rd	1	Hyman, Mr Abraham	NA	NA	NA	NA	NA	NA	male	
3rd	0	Ilieff, Mr Ylio	NA	NA	NA	NA	NA	NA	male	
3rd	0	Ilmakangas, Miss Ida Livija	NA	NA	NA	NA	NA	NA	female	
3rd	0	Ilmakangas, Miss Pieta Sofia	NA	NA	NA	NA	NA	NA	female	
3rd	0	Ivanoff, Mr Konio	NA	NA	NA	NA	NA	NA	male	
3rd	1	Jansen, Mr Carl Olof	NA	NA	NA	NA	NA	NA	male	
3rd	0	Jardin, Mr Jose Netto	NA	NA	NA	NA	NA	NA	male	
3rd	1	Jensen, Miss Carla Christine	NA	NA	NA	NA	NA	NA	female	
3rd	0	Jensen, Mr Hans Peder	NA	NA	NA	NA	NA	NA	male	
3rd	0	Jensen, Mr Niels Peder	NA	NA	NA	NA	NA	NA	male	
3rd	0	Jensen, Mr Svend Lauritz	NA	NA	NA	NA	NA	NA	male	
3rd	1	Jermyn, Miss Annie	NA	NA	NA	NA	NA	NA	female	
3rd	0	Johannesen-Bratthammer, Mr Bernt	NA	NA	NA	NA	NA	NA	male	
3rd	0	Johanson, Mr Jakob Alfred	NA	NA	NA	NA	NA	NA	male	
3rd	0	Johansson, Mr Erik	NA	NA	NA	NA	NA	NA	male	
3rd	0	Johansson, Mr Gustaff Joel	NA	NA	NA	NA	NA	NA	male	
3rd	1	Johansson, Mr Karl Johan	NA	NA	NA	NA	NA	NA	male	
3rd	0	Johansson, Mr Nils	NA	NA	NA	NA	NA	NA	male	
3rd	1	Johansson, Oscar L.	NA	NA	NA	NA	NA	NA	male	
3rd	0	Johnson, Mr Alfred	NA	NA	NA	NA	NA	NA	male	
3rd	1	Johnson, Miss Eleanor Ileen	NA	NA	NA	NA	NA	NA	female	
3rd	0	Johnson, Mr Malkolm Joackim	NA	NA	NA	NA	NA	NA	male	
3rd	1	Johnson, Master Harold Theodor	NA	NA	NA	NA	NA	NA	male	
3rd	0	Johnson, Mrs Oscar W.	NA	NA	NA	NA	NA	NA	female	
3rd	0	Johnson, Mr William Cahoone Jr.	NA	NA	NA	NA	NA	NA	male	
3rd	0	Johnston, Mr Andrew G.	NA	NA	NA	NA	NA	NA	male	
3rd	0	Johnston, Mrs Andrew G.	NA	NA	NA	NA	NA	NA	female	
3rd	0	Johnston, Miss Catherine H.	NA	NA	NA	NA	NA	NA	female	
3rd	0	Johnston, Master William A.	NA	NA	NA	NA	NA	NA	male	
3rd	0	Jonkoff, Mr Lazor	NA	NA	NA	NA	NA	NA	male	
3rd	1	Jonsson, Mr Carl	NA	NA	NA	NA	NA	NA	male	
3rd	0	Jonsson, Nils Hilding	NA	NA	NA	NA	NA	NA	male	
3rd	0	Jussila, Miss Aina Maria	NA	NA	NA	NA	NA	NA	female	
3rd	1	Jussila, Mr Erik	NA	NA	NA	NA	NA	NA	male	
3rd	0	Jussila, Miss Katriina	NA	NA	NA	NA	NA	NA	female	
3rd	0	Kallio, Mr Nikolai Erland	NA	NA	NA	NA	NA	NA	male	
3rd	0	Kalvig, Mr Johannes K. Halverson	NA	NA	NA	NA	NA	NA	male	
3rd	0	Karajic, Mr Milan	NA	NA	NA	NA	NA	NA	male	
3rd	1	Karlsson, Mr Einar Gervasius	NA	NA	NA	NA	NA	NA	male	
3rd	0	Karlsson, Mr Julius Konrad Eugen	NA	NA	NA	NA	NA	NA	male	
3rd	0	Karlsson, Mr Nils August	NA	NA	NA	NA	NA	NA	male	
3rd	1	Karun, Miss Anna Mary	NA	NA	NA	NA	NA	NA	female	
3rd	0	Karun, Mr Franz	NA	NA	NA	NA	NA	NA	male	
3rd	0	Kassem, Mr Fared	NA	NA	NA	NA	NA	NA	male	
3rd	0	Keane, Mr Andrew	NA	NA	NA	NA	NA	NA	male	
3rd	0	Keefe, Mr Arthur	NA	NA	NA	NA	NA	NA	male	
3rd	0	Kekic, Mr Tido	NA	NA	NA	NA	NA	NA	male	
3rd	1	Kelly, Miss Anna Kate	NA	NA	NA	NA	NA	NA	female	
3rd	0	Kelly, Mr James	NA	NA	NA	NA	NA	NA	male	
3rd	0	Kelly, Mr James	NA	NA	NA	NA	NA	NA	male	
3rd	1	Kelly, Miss Mary	NA	NA	NA	NA	NA	NA	female	
3rd	0	Kennedy, Mr John	NA	NA	NA	NA	NA	NA	male	
3rd	0	Khalil, Mr Betros	NA	NA	NA	NA	NA	NA	male	
3rd	0	Khalil, Mrs Betros	NA	NA	NA	NA	NA	NA	female	
3rd	0	Khalil, Mr Saad	NA	NA	NA	NA	NA	NA	male	
3rd	0	Kiernan, Mr John	NA	NA	NA	NA	NA	NA	male	
3rd	0	Kiernan, Mr Philip	NA	NA	NA	NA	NA	NA	male	
3rd	0	Kilgannon, Mr Thomas	NA	NA	NA	NA	NA	NA	male	
3rd	1	Kink, Mr Anton	NA	NA	NA	NA	NA	NA	male	
3rd	0	Kink, Mrs Anton (Louise Heilmann)	NA	NA	NA	NA	NA	NA	female	
3rd	1	Kink, Miss Louise Gretchen	NA	NA	NA	NA	NA	NA	female	
3rd	0	Kink, Miss Maria	NA	NA	NA	NA	NA	NA	female	
3rd	0	Kink, Mr Vincenz	NA	NA	NA	NA	NA	NA	male	
3rd	0	Klasen, Miss Gertrud Emilia	NA	NA	NA	NA	NA	NA	female	
3rd	0	Klasen, Mrs Hulda Kristina	NA	NA	NA	NA	NA	NA	female	
3rd	0	Klasen, Mr Klas Albin	NA	NA	NA	NA	NA	NA	male	
3rd	0	Kraeff, Mr Theodor	NA	NA	NA	NA	NA	NA	male	
3rd	1	Krekorian, Mr Neshan	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lahowd, Mr Sarkis	NA	NA	NA	NA	NA	NA	male	
3rd	0	Laitinen, Miss Kritina Sofia	NA	NA	NA	NA	NA	NA	female	
3rd	0	Laleff, Mr Kristo	NA	NA	NA	NA	NA	NA	male	
3rd	1	Lam, Mr Ali	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lam, Mr Len	NA	NA	NA	NA	NA	NA	male	
3rd	1	Landegren, Miss Aurora Adelia	NA	NA	NA	NA	NA	NA	female	
3rd	0	Lane, Mr Patrick	NA	NA	NA	NA	NA	NA	male	
3rd	1	Lang, Mr Fang	NA	NA	NA	NA	NA	NA	male	
3rd	0	Larsson, Mr August Viktor	NA	NA	NA	NA	NA	NA	male	
3rd	0	Larsson, Mr Bengt Edvin	NA	NA	NA	NA	NA	NA	male	
3rd	0	Larsson-Rondberg, Mr Edvard	NA	NA	NA	NA	NA	NA	male	
3rd	1	Leeni, Mr Fahim	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lefebre, Mrs Frank	NA	NA	NA	NA	NA	NA	female	
3rd	0	Lefebre, Master Henry	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lefebre, Miss Ida	NA	NA	NA	NA	NA	NA	female	
3rd	0	Lefebre, Miss Jeannie	NA	NA	NA	NA	NA	NA	female	
3rd	0	Lefebre, Miss Mathilde	NA	NA	NA	NA	NA	NA	female	
3rd	0	Leinonen, Mr Antti Gustaf	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lemberopolous, Mr Peter L.	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lemom, Mr Denis	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lemon, Miss Mary	NA	NA	NA	NA	NA	NA	female	
3rd	0	Leonard, Mr Lionel	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lester, Mr James	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lindahl, Miss Agda V.	NA	NA	NA	NA	NA	NA	female	
3rd	0	Lindblom, Miss Augusta Charlotta	NA	NA	NA	NA	NA	NA	female	
3rd	0	Lindell, Mr Edvard Bengtsson	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lindell, Mrs Edvard Bengtsson	NA	NA	NA	NA	NA	NA	female	
3rd	1	Lindqvist, Eino William	NA	NA	NA	NA	NA	NA	male	
3rd	0	Linehan, Mr Michael	NA	NA	NA	NA	NA	NA	male	
3rd	0	Ling, Mr Lee	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lithman, Mr Simon	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lobb, Mr William Arthur	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lobb, Mrs William Arthur	NA	NA	NA	NA	NA	NA	female	
3rd	0	Lockyer, Mr Edward	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lovell, Mr John	NA	NA	NA	NA	NA	NA	male	
3rd	1	Lulich, Mr Nicola	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lundahl, Mr Johan	NA	NA	NA	NA	NA	NA	male	
3rd	1	Lundin, Miss Olga Elida	NA	NA	NA	NA	NA	NA	female	
3rd	0	Lundstrom, Mr Thure Edvin	NA	NA	NA	NA	NA	NA	male	
3rd	0	Lyntakoff, Mr Stanko	NA	NA	NA	NA	NA	NA	male	
3rd	0	MacKay, Mr George William	NA	NA	NA	NA	NA	NA	male	
3rd	1	Madigan, Miss Margaret	NA	NA	NA	NA	NA	NA	female	
3rd	0	Madsen, Mr Frithiof	NA	NA	NA	NA	NA	NA	male	
3rd	0	Maenpaa, Mr Matti Alexanteri	NA	NA	NA	NA	NA	NA	male	
3rd	0	Mahon, Miss Delia	NA	NA	NA	NA	NA	NA	female	
3rd	0	Maisner, Mr Simon	NA	NA	NA	NA	NA	NA	male	
3rd	0	Makinen, Mr Kalle Edvard	NA	NA	NA	NA	NA	NA	male	
3rd	1	Mamee, Mr Hanna	NA	NA	NA	NA	NA	NA	male	
3rd	0	Mangan, Miss Mary	NA	NA	NA	NA	NA	NA	female	
3rd	1	Mannion, Miss Margareth	NA	NA	NA	NA	NA	NA	female	
3rd	0	Mansour, Mr Hanna	NA	NA	NA	NA	NA	NA	male	
3rd	0	Mardirosian, Mr Sarkis	NA	NA	NA	NA	NA	NA	male	
3rd	0	Marinko, Mr Dmitri	NA	NA	NA	NA	NA	NA	male	
3rd	0	Markim, Mr Johann	NA	NA	NA	NA	NA	NA	male	
3rd	0	Markoff, Mr Marin	NA	NA	NA	NA	NA	NA	male	
3rd	1	Masselmany, Mrs Fatima	NA	NA	NA	NA	NA	NA	female	
3rd	0	Matinoff, Mr Nicola	NA	NA	NA	NA	NA	NA	male	
3rd	1	McCarthy, Miss Katie	NA	NA	NA	NA	NA	NA	female	
3rd	0	McCormack, Mr Thomas J.	NA	NA	NA	NA	NA	NA	male	
3rd	0	McCoy, Miss Agnes	NA	NA	NA	NA	NA	NA	female	
3rd	0	McCoy, Miss Alice	NA	NA	NA	NA	NA	NA	female	
3rd	0	McCoy, Mr Bernard	NA	NA	NA	NA	NA	NA	male	
3rd	0	McDermott, Miss Delia	NA	NA	NA	NA	NA	NA	female	
3rd	0	McElroy, Mr Michael	NA	NA	NA	NA	NA	NA	male	
3rd	1	McGovern, Mrs Hugh	NA	NA	NA	NA	NA	NA	female	
3rd	0	McGowan, Miss Anna	NA	NA	NA	NA	NA	NA	female	
3rd	0	McGowan, Miss Katherine	NA	NA	NA	NA	NA	NA	female	
3rd	0	McMahon, Mr Martin	NA	NA	NA	NA	NA	NA	male	
3rd	0	McNamee, Mr Neal	NA	NA	NA	NA	NA	NA	male	
3rd	0	McNamee, Mrs Neal	NA	NA	NA	NA	NA	NA	female	
3rd	0	Meanwell, Miss Marion Ogden	NA	NA	NA	NA	NA	NA	female	
3rd	0	Mechen, Mr John	NA	NA	NA	NA	NA	NA	male	
3rd	0	Meek, Mrs Thomas	NA	NA	NA	NA	NA	NA	female	
3rd	0	Melkebuk, Mrs Philemon	NA	NA	NA	NA	NA	NA	female	
3rd	0	Meo, Mr Alfonso	NA	NA	NA	NA	NA	NA	male	
3rd	1	Midtsjo, Mr Karl Albert	NA	NA	NA	NA	NA	NA	male	
3rd	0	Mihoff, Mr Stoytcho	NA	NA	NA	NA	NA	NA	male	
3rd	0	Miles, Mr Frank	NA	NA	NA	NA	NA	NA	male	
3rd	0	Mineff, Mr Ivan	NA	NA	NA	NA	NA	NA	male	
3rd	0	Minkoff, Mr Lazar	NA	NA	NA	NA	NA	NA	male	
3rd	0	Mirko, Mr Dika	NA	NA	NA	NA	NA	NA	male	
3rd	0	Mitkoff, Mr Mito	NA	NA	NA	NA	NA	NA	male	
3rd	1	Mocklare, Miss Helen Mary	NA	NA	NA	NA	NA	NA	female	
3rd	0	Moen, Mr Sigurd H.	NA	NA	NA	NA	NA	NA	male	
3rd	1	Moor, Mrs Beila	NA	NA	NA	NA	NA	NA	female	
3rd	0	Moor, Master Meier	NA	NA	NA	NA	NA	NA	male	
3rd	0	Moore, Mr Leonard Charles	NA	NA	NA	NA	NA	NA	male	
3rd	1	Moran, Miss Bertha	NA	NA	NA	NA	NA	NA	female	
3rd	0	Moran, Mr Daniel J.	NA	NA	NA	NA	NA	NA	male	
3rd	0	Moran, Mr James	NA	NA	NA	NA	NA	NA	male	
3rd	0	Morley, Mr Henry Samuel	NA	NA	NA	NA	NA	NA	male	
3rd	0	Morrow, Mr Thomas Rowan	NA	NA	NA	NA	NA	NA	male	
3rd	1	Moubarek (Borak), Mr Hanna (John)	NA	NA	NA	NA	NA	NA	male	
3rd	0	Moubarek, Mrs George	NA	NA	NA	NA	NA	NA	female	
3rd	0	Moubarek, Master George	NA	NA	NA	NA	NA	NA	male	
3rd	0	Moubarek, Master William George	NA	NA	NA	NA	NA	NA	male	
3rd	0	Moss, Albert Johan	NA	NA	NA	NA	NA	NA	male	
3rd	0	Moussa, Mrs Mantoura Baloics	NA	NA	NA	NA	NA	NA	female	
3rd	0	Moutal, Mr Rahamin	NA	NA	NA	NA	NA	NA	male	
3rd	1	Mullins, Miss Katie	NA	NA	NA	NA	NA	NA	female	
3rd	0	Mulvihill, Miss Bertha E.	NA	NA	NA	NA	NA	NA	female	
3rd	0	Murdlin, Mr Joseph	NA	NA	NA	NA	NA	NA	male	
3rd	0	Murphy, Miss Katherine	NA	NA	NA	NA	NA	NA	female	
3rd	0	Murphy, Miss Margaret	NA	NA	NA	NA	NA	NA	female	
3rd	0	Murphy, Miss Nora	NA	NA	NA	NA	NA	NA	female	
3rd	0	Myhrman, Mr Pehr Fabian Oliver Malkolm	NA	NA	NA	NA	NA	NA	male	
3rd	1	Nackid, Miss Maria	NA	NA	NA	NA	NA	NA	female	
3rd	0	Nackid, Mr Said	NA	NA	NA	NA	NA	NA	male	
3rd	0	Nackid, Mrs Said	NA	NA	NA	NA	NA	NA	female	
3rd	0	Nahill, Mr Toufik	NA	NA	NA	NA	NA	NA	male	
3rd	0	Naidenoff, Mr Penko	NA	NA	NA	NA	NA	NA	male	
3rd	0	Nancarrow, W. H.	NA	NA	NA	NA	NA	NA	male	
3rd	0	Niklasen, Sander	NA	NA	NA	NA	NA	NA	male	
3rd	0	Nosworthy, Richard C.	NA	NA	NA	NA	NA	NA	male	
3rd	1	Najib, Miss Adele Kiamie	NA	NA	NA	NA	NA	NA	female	
3rd	0	Nancarrow, Mr William Henry	NA	NA	NA	NA	NA	NA	male	
3rd	0	Nankoff, Mr Minko	NA	NA	NA	NA	NA	NA	male	
3rd	0	Nasr, Mr Mustafa	NA	NA	NA	NA	NA	NA	male	
3rd	0	Nassr, Mr Saade Jean	NA	NA	NA	NA	NA	NA	male	
3rd	0	Naughton, Miss Hannah	NA	NA	NA	NA	NA	NA	female	
3rd	0	Nemaugh, Mr Robert	NA	NA	NA	NA	NA	NA	male	
3rd	0	Nenkoff, Mr Christo	NA	NA	NA	NA	NA	NA	male	
3rd	1	Nicola-Yarred, Miss Jamila	NA	NA	NA	NA	NA	NA	female	
3rd	0	Nicola-Yarred, Master Elias	NA	NA	NA	NA	NA	NA	male	
3rd	0	Nieminen, Miss Manta Josefina	NA	NA	NA	NA	NA	NA	female	
3rd	0	Niklasson, Mr Samuel	NA	NA	NA	NA	NA	NA	male	
3rd	0	Nilsson, Mr August Ferdinand	NA	NA	NA	NA	NA	NA	male	
3rd	1	Nilsson, Miss Berta Olivia	NA	NA	NA	NA	NA	NA	female	
3rd	0	Nilsson, Miss Helmina Josefina	NA	NA	NA	NA	NA	NA	female	
3rd	0	Niskanen, Mr Johan	NA	NA	NA	NA	NA	NA	male	
3rd	0	Nosworthy, Mr Richard Cater	NA	NA	NA	NA	NA	NA	male	
3rd	1	Novel, Mansouer	NA	NA	NA	NA	NA	NA	male	
3rd	0	Nysten, Miss Anna	NA	NA	NA	NA	NA	NA	female	
3rd	0	Nysveen, Mr Johan H.	NA	NA	NA	NA	NA	NA	male	
3rd	0	O'Brien, Mr Denis	NA	NA	NA	NA	NA	NA	male	
3rd	0	O'Brien, Mr Thomas	NA	NA	NA	NA	NA	NA	male	
3rd	1	O'Brien, Mrs Thomas	NA	NA	NA	NA	NA	NA	female	
3rd	0	O'Connell, Mr Patrick D.	NA	NA	NA	NA	NA	NA	male	
3rd	0	O'Connor, Mr Maurice	NA	NA	NA	NA	NA	NA	male	
3rd	0	O'Connor, Mr Patrick	NA	NA	NA	NA	NA	NA	male	
